116.6596782,119.0734503
119.1210464,127.9814516
127.0638673,120.2370309
115.7662781,114.2168953
124.5312762,117.2770976
115.4193816,114.7008971
132.3988925,120.6876709
123.3690759,125.9310508
131.5344587,121.9048322
113.2190712,127.7300330
130.7712003,130.5992393
120.7677987,115.7978763
113.1683468,117.3152964
118.7175063,126.4450658
122.9088544,124.7482623
130.4155714,118.8743764
131.3264739,132.6668164
126.9280472,128.2074967
113.7274610,126.2857032
114.1929463,127.9455200
130.6754826,121.8196276
116.7835193,118.4363583
128.7716584,124.0187008
126.2345944,117.2922593
125.2494443,118.6529947
127.8698163,128.2990912
124.2669839,120.3993368
115.1135959,129.0372358
113.2579640,126.1182516
127.2392431,117.4274068
118.5646479,126.5489292
117.4641998,117.3698824
113.9014944,117.6334491
123.4489241,128.0302538
131.7619443,130.3571249
115.4542834,127.7064892
123.9074446,113.1506085
123.6713416,127.0630177
126.3946221,116.7603760
131.3146303,113.5134706
115.0708937,122.5085822
115.7826418,120.6371546
114.9005131,119.4223446
117.0491294,124.8395603
132.7562634,126.7455827
119.6951070,124.5107882
118.9331365,120.1524092
118.0259039,126.8177634
117.5265372,113.7175184
120.7659911,129.4393280
120.3782685,127.7052998
118.6656089,132.6997582
117.0776559,115.4999261
117.0117284,129.1227905
124.5954966,119.8988845
122.0361042,118.6927473
130.7067791,115.3180495
122.3978610,129.6879549
128.0553314,118.2654070
131.3407186,120.0541100
123.2077923,126.9397546
118.0931465,128.8734350
123.8398667,120.2217395
120.7781641,122.8003113
116.3894986,114.1363894
115.1633359,127.4183998
128.6493260,130.8249562
123.6748398,114.7265980
127.8751643,120.5235249
117.7170650,118.0320110
132.4337440,124.9430092
116.3102530,120.9511161
123.4801339,130.0921020
117.1159701,117.7533606
127.3887155,124.5548394
116.6203327,113.6894182
130.8410935,125.5579241
132.5661164,116.8693876
117.9299049,117.4287002
122.7359808,132.6642146
119.6322103,121.3404289
114.2613069,121.2784041
129.8286686,118.6648941
119.3810807,119.3242251
122.5396990,128.7696193
126.2669277,117.7100760
114.0497573,128.3810502
120.1790787,120.1503206
119.6042527,115.9007684
129.2746372,130.7462079
128.3851291,122.0509412
122.3762728,130.0124498
124.2368578,131.1908720
128.9962613,129.7059902
120.0441694,125.6849802
122.3862652,116.5168754
124.8488659,129.6965206
117.4896646,126.9609802
124.8880461,129.0357834
119.1313882,127.3429932
127.7827944,113.4913198
130.3986873,119.4013687
119.9039594,129.0403381
132.5956176,125.6240585
120.2266397,119.4517624
118.2665577,121.3422183
115.3644081,132.0939019
118.6255330,122.0268510
131.3931857,125.0307762
117.7667437,124.3121779
116.1782799,128.4841938
122.2389276,117.8612929
118.0523303,132.5787744
117.7533039,132.7165154
130.4679550,126.9315207
113.3503878,132.0650524
116.8469207,123.6823268
122.9838212,125.4395730
126.7627058,131.0879229
119.4375729,118.5614994
119.9747687,120.2424081
114.3613579,130.5019266
125.5001302,121.1496678
121.7137497,122.7110774
129.6419348,132.5972979
124.9477982,125.5310082
117.0374664,127.6699550
117.4278685,115.2049307
127.3357066,119.8552258
126.9478766,115.6195530
125.9074199,127.4518436
127.8181571,123.4482445
121.9880493,132.2139361
132.4125456,123.6698897
130.6400013,130.0738403
124.5251193,129.3319073
114.3290133,122.1191461
118.7355992,127.1652722
130.3892964,128.0291153
121.3176812,117.0357333
120.2686222,131.0638294
132.7965979,130.4069693
119.1439201,127.4736893
124.6707873,119.5873938
118.8027214,124.0248621
128.3052633,123.8070967
116.9962981,123.6446040
116.6168179,118.5071140
116.7749772,126.7700857
125.0119344,116.1117720
120.9724350,125.2165858
122.8300253,131.1330499
132.3208046,124.8852301
126.6026231,121.6225144
132.6445411,125.9709922
113.6994310,114.6447067
119.5210955,113.5334016
123.6653324,125.0476910
113.0853127,125.0160849
130.7478778,132.1548095
130.7605073,123.8195761
125.8889865,132.2787792
120.5853545,118.5333742
132.3863151,114.8232616
114.1660322,131.3425699
126.3761023,117.6408968
113.6400138,124.2112450
113.6773578,117.3525899
118.6569401,117.6500513
129.2394448,131.7503304
125.9929177,126.7303891
122.5270885,121.8789604
117.0341671,130.5892423
124.0517957,114.9000917
125.6965848,119.8477070
132.6731630,113.5743157
115.6708884,115.0865629
117.2431742,127.6342445
121.7418680,126.2898350
132.0617725,119.2662979
116.3162001,127.7770841
123.4996209,117.4272189
113.7969757,113.8141129
123.9865361,115.1515693
113.4634229,129.8268965
115.1598053,126.0387385
126.5081930,122.7972881
128.0241148,117.6224497
121.8086460,118.2044236
129.0329324,121.5497056
130.6539574,119.8357395
122.0001354,114.7570088
118.5381339,121.2378082
126.0031595,116.3968930
114.7949642,120.3312478
120.8881659,124.6268085
117.0184631,119.8958865
120.1151752,125.5752634
125.7797066,123.4978500
120.1192506,118.4978502
